date,year,month,day,site,survey,orientation,depth,observer,transect,common_name,sizeclass,count,fish_spp,common_family,latin_family,foodweb,a,b,biomass,density
20-May-23,2023,May,20,12_Mile_NCenter,2,North,135,ADC,4,yellowhead_wrasse,5,3,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,4.697719357,0.05
20-May-23,2023,May,20,12_Mile_NCenter,2,North,135,ADC,4,yellowhead_wrasse,10,3,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,41.41152794,0.05
20-May-23,2023,May,20,12_Mile_NCenter,2,North,135,ADC,4,redband_parrotfish_initial,30,3,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,1578.479946,0.05
20-May-23,2023,May,20,12_Mile_NCenter,2,North,135,ADC,4,sunshinefish,5,93,Chromis_insolata,damselfish,Pomacentridae,Planktivore,0.01259,3.03,153.5987891,1.55
20-May-23,2023,May,20,12_Mile_NCenter,2,North,135,ADC,4,blue_tang,20,2,Acanthurus_coeruleus,surgeonfish,Acanthuridae,Omnivore,0.0324,2.95,446.2862362,0.033333333
20-May-23,2023,May,20,12_Mile_NCenter,2,North,135,ADC,4,bicolor_damselfish,5,75,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,140.905891,1.25
20-May-23,2023,May,20,12_Mile_NCenter,2,North,135,ADC,4,princess_parrotfish_terminal,30,1,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,442.2273269,0.016666667
20-May-23,2023,May,20,12_Mile_NCenter,2,North,135,ADC,4,redband_parrotfish_terminal,30,1,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,526.1599821,0.016666667
20-May-23,2023,May,20,12_Mile_NCenter,2,North,135,ADC,4,foureye_butterflyfish,10,1,Chaetodon_capistratus,butterflyfish,Chaetodontidae,Invertivore,0.0234,3.19,36.24230888,0.016666667
20-May-23,2023,May,20,12_Mile_NCenter,2,North,135,ADC,4,horse_eye_jack,60,1,Caranx_latus,jack,Carangidae,Macrocarnivore,0.0257,2.86,3129.289187,0.016666667
20-May-23,2023,May,20,12_Mile_NCenter,2,North,135,ADC,4,ocean_triggerfish,40,14,Canthidermis_sufflamen,triggerfish,Balistidae,Planktivore,0.0427,2.84,21203.43807,0.233333333
20-May-23,2023,May,20,12_Mile_NCenter,2,North,135,ADC,4,bermuda_chub,40,3,Kyphosus_sectatrix,chub,Kyphosidae,Omnivore,0.0138,3.03,2959.661989,0.05
20-May-23,2023,May,20,12_Mile_NCenter,2,North,135,ADC,4,pygmy_angelfish,5,3,Centropyge_argi,angelfish,Pomacanthidae,Herbivore,0.03311,2.88,10.2356175,0.05
20-May-23,2023,May,20,12_Mile_NCenter,2,North,150,ADC,5,barracuda,60,1,Sphyraena_barracuda,barracuda,Sphyraenidae,Macrocarnivore,0.0115,2.94,1942.95399,0.016666667
20-May-23,2023,May,20,12_Mile_NCenter,2,North,150,ADC,5,squirrelfish,30,1,Holocentrus_adscensionis,squirrelfish,Holocentridae,Invertivore,0.0229,2.86,384.0628239,0.016666667
20-May-23,2023,May,20,12_Mile_NCenter,2,North,150,ADC,5,sunshinefish,5,25,Chromis_insolata,damselfish,Pomacentridae,Planktivore,0.01259,3.03,41.28999706,0.416666667
20-May-23,2023,May,20,12_Mile_NCenter,2,North,150,ADC,5,blue_chromis,5,25,Chromis_cyanea,chromis,Pomacentridae,Planktivore,0.01479,2.99,45.48084193,0.416666667
20-May-23,2023,May,20,12_Mile_NCenter,2,North,150,ADC,5,bicolor_damselfish,5,15,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,28.1811782,0.25
20-May-23,2023,May,20,12_Mile_NCenter,2,North,150,ADC,5,horse_eye_jack,40,8,Caranx_latus,jack,Carangidae,Macrocarnivore,0.0257,2.86,7850.813951,0.133333333
20-May-23,2023,May,20,12_Mile_NCenter,2,North,150,ADC,5,yellowhead_wrasse,5,5,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,7.829532261,0.083333333
20-May-23,2023,May,20,12_Mile_NCenter,2,North,150,ADC,5,yellowhead_wrasse,10,5,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,69.01921323,0.083333333
20-May-23,2023,May,20,12_Mile_NCenter,2,North,150,ADC,5,fairy_basslet,5,3,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,4.487277469,0.05
20-May-23,2023,May,20,12_Mile_NCenter,2,North,150,ADC,5,redband_parrotfish_initial,5,1,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,1.861835794,0.016666667
20-May-23,2023,May,20,12_Mile_NCenter,2,North,150,ADC,5,blue_tang,10,1,Acanthurus_coeruleus,surgeonfish,Acanthuridae,Omnivore,0.0324,2.95,28.8765304,0.016666667
20-May-23,2023,May,20,12_Mile_NCenter,2,North,150,ADC,5,blue_tang,20,2,Acanthurus_coeruleus,surgeonfish,Acanthuridae,Omnivore,0.0324,2.95,446.2862362,0.033333333
20-May-23,2023,May,20,12_Mile_NCenter,2,North,150,ADC,5,ocean_triggerfish,40,3,Canthidermis_sufflamen,triggerfish,Balistidae,Planktivore,0.0427,2.84,4543.593872,0.05
20-May-23,2023,May,20,12_Mile_NCenter,2,North,150,ADC,5,brown_chromis,10,40,Chromis_multilineata,chromis,Pomacentridae,Planktivore,0.01479,2.99,578.1335399,0.666666667
20-May-23,2023,May,20,12_Mile_NCenter,2,North,150,ADC,5,creole_wrasse,20,30,Clepticus_parrae,wrasse,Labridae,Omnivore,0.00955,3.07,2826.745523,0.5
20-May-23,2023,May,20,12_Mile_NCenter,2,North,150,ADC,5,rock_beauty,10,2,Holocanthus_tricolor,angelfish,Pomacanthidae,Invertivore,0.0331,2.95,59.0008121,0.033333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,blue_chromis,5,65,Chromis_cyanea,chromis,Pomacentridae,Planktivore,0.01479,2.99,118.250189,1.083333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,creole_wrasse,5,50,Clepticus_parrae,wrasse,Labridae,Omnivore,0.00955,3.07,66.80535701,0.833333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,creole_wrasse,10,20,Clepticus_parrae,wrasse,Labridae,Omnivore,0.00955,3.07,224.405433,0.333333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,fairy_basslet,5,10,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,14.95759156,0.166666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,bicolor_damselfish,5,10,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,18.78745213,0.166666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,bicolor_damselfish,10,6,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,90.80702013,0.1
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,brown_chromis,5,45,Chromis_multilineata,chromis,Pomacentridae,Planktivore,0.01479,2.99,81.86551547,0.75
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,sunshinefish,5,65,Chromis_insolata,damselfish,Pomacentridae,Planktivore,0.01259,3.03,107.3539923,1.083333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,sunshinefish,10,10,Chromis_insolata,damselfish,Pomacentridae,Planktivore,0.01259,3.03,134.9042805,0.166666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,princess_parrotfish_initial,10,2,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,31.69554105,0.033333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,princess_parrotfish_initial,20,2,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,258.8922539,0.033333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,princess_parrotfish_initial,30,1,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,442.2273269,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,pygmy_angelfish,5,2,Centropyge_argi,angelfish,Pomacanthidae,Herbivore,0.03311,2.88,6.823744997,0.033333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,lionfish,30,2,Pterois_volitans,scorpionfish,Scorpaenidae,Macrocarnivore,0.0049,3.26,640.6802938,0.033333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,schoolmaster_snapper,20,35,Lutjanus_apodus,snapper,Lutjanidae,Macrocarnivore,0.0182,3,5096,0.583333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,schoolmaster_snapper,30,20,Lutjanus_apodus,snapper,Lutjanidae,Macrocarnivore,0.0182,3,9828,0.333333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,barracuda,30,1,Sphyraena_barracuda,barracuda,Sphyraenidae,Macrocarnivore,0.0115,2.94,253.1828762,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,barracuda,40,1,Sphyraena_barracuda,barracuda,Sphyraenidae,Macrocarnivore,0.0115,2.94,589.8671556,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,redband_parrotfish_initial,10,1,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,16.52668927,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,redband_parrotfish_initial,20,1,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,146.7000791,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,redband_parrotfish_initial,30,3,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,1578.479946,0.05
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,redband_parrotfish_terminal,30,1,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,526.1599821,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,bar_jack,30,6,Caranx_ruber,jack,Carangidae,Invertivore,0.0158,2.99,2474.0068,0.1
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,ocean_triggerfish,30,20,Canthidermis_sufflamen,triggerfish,Balistidae,Planktivore,0.0427,2.84,13380.80476,0.333333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,mutton_snapper,40,1,Lutjanus_analis,snapper,Lutjanidae,Macrocarnivore,0.0151,3.03,1079.490242,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,yellowtail_snapper,30,1,Ocyurus_chrysurus,snapper,Lutjanidae,Macrocarnivore,0.0295,2.79,389.9332923,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,yellowhead_wrasse,5,3,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,4.697719357,0.05
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,foureye_butterflyfish,10,2,Chaetodon_capistratus,butterflyfish,Chaetodontidae,Invertivore,0.0234,3.19,72.48461777,0.033333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,graysby,20,1,Cephalopholis_cruentata,grouper,Serranidae,Macrocarnivore,0.011,3.11,122.3477457,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,blue_tang,30,3,Acanthurus_coeruleus,surgeonfish,Acanthuridae,Omnivore,0.0324,2.95,2213.981392,0.05
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,gray_snapper,30,1,Lutjanus_griseus,snapper,Lutjanidae,Macrocarnivore,0.0214,2.93,455.3853444,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,squirrelfish,30,2,Holocentrus_adscensionis,squirrelfish,Holocentridae,Invertivore,0.0229,2.86,768.1256478,0.033333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,squirrelfish,40,1,Holocentrus_adscensionis,squirrelfish,Holocentridae,Invertivore,0.0229,2.86,874.4340441,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,stoplight_parrotfish_terminal,40,1,Sparisoma_viride,parrotfish,Scaridae,Herbivore,0.0257,2.93,1270.483116,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,blueheaded_wrasse,5,13,Thalassoma_bifasciatum,wrasse,Labridae,Omnivore,0.011,2.97,17.03244324,0.216666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,blueheaded_wrasse,10,4,Thalassoma_bifasciatum,wrasse,Labridae,Omnivore,0.011,2.97,41.06318924,0.066666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,black_durgon,30,5,Melichthys_niger,triggerfish,Balistidae,Planktivore,0.0257,2.94,2829.043443,0.083333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,horse_eye_jack,30,3,Caranx_latus,jack,Carangidae,Macrocarnivore,0.0257,2.86,1293.067411,0.05
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,rock_beauty,20,1,Holocanthus_tricolor,angelfish,Pomacanthidae,Invertivore,0.0331,2.95,227.9641114,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,1,white_spotted_filefish,30,1,Cantherhines_macrocerus,filefish,Monacanthidae,Omnivore,0.0288,2.94,634.0579856,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,blue_chromis,5,45,Chromis_cyanea,chromis,Pomacentridae,Planktivore,0.01479,2.99,81.86551547,0.75
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,yellowhead_wrasse,5,3,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,4.697719357,0.05
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,yellowhead_wrasse,10,2,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,27.60768529,0.033333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,yellowhead_wrasse,20,2,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,243.3683973,0.033333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,bicolor_damselfish,5,50,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,93.93726066,0.833333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,sunshinefish,5,55,Chromis_insolata,damselfish,Pomacentridae,Planktivore,0.01259,3.03,90.83799353,0.916666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,sunshinefish,10,20,Chromis_insolata,damselfish,Pomacentridae,Planktivore,0.01259,3.03,269.8085611,0.333333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,blueheaded_wrasse,5,5,Thalassoma_bifasciatum,wrasse,Labridae,Omnivore,0.011,2.97,6.550939708,0.083333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,brown_chromis,5,30,Chromis_multilineata,chromis,Pomacentridae,Planktivore,0.01479,2.99,54.57701032,0.5
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,brown_chromis,10,2,Chromis_multilineata,chromis,Pomacentridae,Planktivore,0.01479,2.99,28.906677,0.033333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,creole_wrasse,5,15,Clepticus_parrae,wrasse,Labridae,Omnivore,0.00955,3.07,20.0416071,0.25
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,creole_wrasse,10,20,Clepticus_parrae,wrasse,Labridae,Omnivore,0.00955,3.07,224.405433,0.333333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,blue_tang,20,3,Acanthurus_coeruleus,surgeonfish,Acanthuridae,Omnivore,0.0324,2.95,669.4293543,0.05
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,yellowtail_snapper,30,2,Ocyurus_chrysurus,snapper,Lutjanidae,Macrocarnivore,0.0295,2.79,779.8665847,0.033333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,lionfish,30,1,Pterois_volitans,scorpionfish,Scorpaenidae,Macrocarnivore,0.0049,3.26,320.3401469,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,redband_parrotfish_initial,10,1,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,16.52668927,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,redband_parrotfish_initial,20,1,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,146.7000791,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,smooth_trunkfish,30,1,Lactophrys_triqueter,boxfish,Ostraciidae,Invertivore,0.05012,2.77,618.9234503,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,schoolmaster_snapper,20,1,Lutjanus_apodus,snapper,Lutjanidae,Macrocarnivore,0.0182,3,145.6,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,schoolmaster_snapper,30,1,Lutjanus_apodus,snapper,Lutjanidae,Macrocarnivore,0.0182,3,491.4,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,bar_jack,30,10,Caranx_ruber,jack,Carangidae,Invertivore,0.0158,2.99,4123.344666,0.166666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,princess_parrotfish_initial,10,1,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,15.84777052,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,princess_parrotfish_initial,30,3,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,1326.681981,0.05
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,barracuda,40,1,Sphyraena_barracuda,barracuda,Sphyraenidae,Macrocarnivore,0.0115,2.94,589.8671556,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,black_jack,30,1,Caranx_lugubris,jack,Carangidae,Macrocarnivore,0.024,2.92,493.6342734,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,squirrelfish,30,3,Holocentrus_adscensionis,squirrelfish,Holocentridae,Invertivore,0.0229,2.86,1152.188472,0.05
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,squirrelfish,40,1,Holocentrus_adscensionis,squirrelfish,Holocentridae,Invertivore,0.0229,2.86,874.4340441,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,fairy_basslet,5,8,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,11.96607325,0.133333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,foureye_butterflyfish,10,2,Chaetodon_capistratus,butterflyfish,Chaetodontidae,Invertivore,0.0234,3.19,72.48461777,0.033333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,rock_beauty,20,1,Holocanthus_tricolor,angelfish,Pomacanthidae,Invertivore,0.0331,2.95,227.9641114,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,black_durgon,30,2,Melichthys_niger,triggerfish,Balistidae,Planktivore,0.0257,2.94,1131.617377,0.033333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,graysby,10,1,Cephalopholis_cruentata,grouper,Serranidae,Macrocarnivore,0.011,3.11,14.17074507,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,longsnout_butterflyfish,10,1,Prognathodes_aculeatus,butterflyfish,Chaetodontidae,Invertivore,0.02239,3.02,23.44520819,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,blackbar_soldierfish,20,1,Myripristis_jacobus,squirrelfish,Holocentridae,Planktivore,0.0347,2.91,211.9955585,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,redspotted_hawkfish,10,1,Amblycirrhitus_pinos,hawkfish,Cirrhitidae,Invertivore,0.00933,3.07,10.96179419,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,ocean_triggerfish,30,5,Canthidermis_sufflamen,triggerfish,Balistidae,Planktivore,0.0427,2.84,3345.201191,0.083333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,tilefish,30,5,Malacanthus_plumieri,tilefish,Malacanthidae,Invertivore,0.0158,2.78,1009.309078,0.083333333
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,sharpnose_puffer,5,1,Canthigaster_rostrata,puffer,Tetraodontidae,Omnivore,0.02818,2.94,3.198252894,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,115,GGG,2,red_hind,30,1,Epinephelus_guttatus,grouper,Serranidae,Macrocarnivore,0.0132,3.05,422.467941,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,yellowfin_grouper,30,1,Mycteroperca_venenosa,grouper,Epinephelinae,Macrocarnivore,0.1122,3.04,3470.894964,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,schoolmaster_snapper,20,10,Lutjanus_apodus,snapper,Lutjanidae,Macrocarnivore,0.0182,3,1456,0.166666667
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,schoolmaster_snapper,30,35,Lutjanus_apodus,snapper,Lutjanidae,Macrocarnivore,0.0182,3,17199,0.583333333
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,squirrelfish,20,2,Holocentrus_adscensionis,squirrelfish,Holocentridae,Invertivore,0.0229,2.86,240.8858367,0.033333333
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,squirrelfish,30,3,Holocentrus_adscensionis,squirrelfish,Holocentridae,Invertivore,0.0229,2.86,1152.188472,0.05
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,squirrelfish,40,1,Holocentrus_adscensionis,squirrelfish,Holocentridae,Invertivore,0.0229,2.86,874.4340441,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,brown_chromis,5,50,Chromis_multilineata,chromis,Pomacentridae,Planktivore,0.01479,2.99,90.96168386,0.833333333
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,brown_chromis,10,35,Chromis_multilineata,chromis,Pomacentridae,Planktivore,0.01479,2.99,505.8668474,0.583333333
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,bicolor_damselfish,5,25,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,46.96863033,0.416666667
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,bicolor_damselfish,10,5,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,75.67251678,0.083333333
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,blue_chromis,5,40,Chromis_cyanea,chromis,Pomacentridae,Planktivore,0.01479,2.99,72.76934709,0.666666667
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,creole_wrasse,5,120,Clepticus_parrae,wrasse,Labridae,Omnivore,0.00955,3.07,160.3328568,2
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,creole_wrasse,10,25,Clepticus_parrae,wrasse,Labridae,Omnivore,0.00955,3.07,280.5067912,0.416666667
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,sunshinefish,5,25,Chromis_insolata,damselfish,Pomacentridae,Planktivore,0.01259,3.03,41.28999706,0.416666667
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,ocean_triggerfish,30,35,Canthidermis_sufflamen,triggerfish,Balistidae,Planktivore,0.0427,2.84,23416.40834,0.583333333
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,graysby,20,1,Cephalopholis_cruentata,grouper,Serranidae,Macrocarnivore,0.011,3.11,122.3477457,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,yellowhead_wrasse,5,2,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,3.131812905,0.033333333
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,bar_jack,30,5,Caranx_ruber,jack,Carangidae,Invertivore,0.0158,2.99,2061.672333,0.083333333
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,white_spotted_filefish,20,1,Cantherhines_macrocerus,filefish,Monacanthidae,Omnivore,0.0288,2.94,192.4955415,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,redband_parrotfish_terminal,30,1,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,526.1599821,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,yellow_goatfish,30,15,Mulloidichthys_martinicus,goatfish,Mullidae,Invertivore,0.012,3.1,6828.862917,0.25
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,blue_tang,20,1,Acanthurus_coeruleus,surgeonfish,Acanthuridae,Omnivore,0.0324,2.95,223.1431181,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,blue_tang,30,1,Acanthurus_coeruleus,surgeonfish,Acanthuridae,Omnivore,0.0324,2.95,737.9937972,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,black_durgon,20,2,Melichthys_niger,triggerfish,Balistidae,Planktivore,0.0257,2.94,343.5510706,0.033333333
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,barracuda,30,1,Sphyraena_barracuda,barracuda,Sphyraenidae,Macrocarnivore,0.0115,2.94,253.1828762,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,lionfish,40,1,Pterois_volitans,scorpionfish,Scorpaenidae,Macrocarnivore,0.0049,3.26,818.2983053,0.016666667
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,3,horse_eye_jack,40,4,Caranx_latus,jack,Carangidae,Macrocarnivore,0.0257,2.86,3925.406975,0.066666667
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,4,blue_chromis,5,50,Chromis_cyanea,chromis,Pomacentridae,Planktivore,0.01479,2.99,90.96168386,0.833333333
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,4,creole_wrasse,5,65,Clepticus_parrae,wrasse,Labridae,Omnivore,0.00955,3.07,86.84696412,1.083333333
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,4,creole_wrasse,10,20,Clepticus_parrae,wrasse,Labridae,Omnivore,0.00955,3.07,224.405433,0.333333333
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,4,creole_wrasse,20,5,Clepticus_parrae,wrasse,Labridae,Omnivore,0.00955,3.07,471.1242538,0.083333333
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,4,sunshinefish,5,45,Chromis_insolata,damselfish,Pomacentridae,Planktivore,0.01259,3.03,74.3219947,0.75
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,4,brown_chromis,5,25,Chromis_multilineata,chromis,Pomacentridae,Planktivore,0.01479,2.99,45.48084193,0.416666667
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,4,brown_chromis,10,10,Chromis_multilineata,chromis,Pomacentridae,Planktivore,0.01479,2.99,144.533385,0.166666667
17-May-23,2023,May,17,12_Mile_NE,3,North,120,GGG,4,bar_jack,20,7,Caranx_ruber,jack,Carangidae,Invertivore,0.0158,2.99,858.6868537,0.116666667
